picture.no,hue,sat,bright,SDhue,SDsat,SDbright,ED,PE
12937,1.895458226,0.365802784,0.36462048,1.075865901,0.291530447,0.317569585,0.12286901,7.32503905
12943,2.408972174,0.32625051,0.58653319,1.313308695,0.199028485,0.309668277,0.124002686,7.79889529
12952,-0.249861062,0.223598318,0.658337726,1.525638288,0.208556117,0.265132666,0.110277176,7.321139266
12955,-2.560354935,0.190226099,0.492341604,1.134448337,0.16093473,0.251351766,0.094008128,6.510784319
12959,0.848798273,0.507860546,0.595615509,1.222117569,0.325067979,0.314804343,0.126949156,7.909472046
12976,1.237574124,0.493601504,0.504470295,0.684736516,0.249735523,0.265052679,0.116487715,7.805948918
12978,0.769053608,0.237620581,0.564935512,1.513308641,0.221652129,0.329881254,0.111009572,7.056499387
12997,2.395142221,0.17241553,0.613475526,1.257929085,0.1234068,0.276595421,0.089486009,7.835890564
13051,1.742913696,0.373222549,0.507365804,0.487524398,0.129343242,0.181992794,0.148702794,7.446860623
13053,2.287643153,0.538696824,0.573589809,1.504282983,0.169143257,0.19850721,0.130157878,6.959779836
13085,1.553487184,0.279737764,0.646494626,1.889552116,0.182391673,0.21537457,0.116941732,7.087632166
13096,0.456719534,0.257631562,0.685581364,1.360258607,0.172095579,0.200818203,0.110791829,6.897584662
13123,-1.810566074,0.230122529,0.787756007,1.375236085,0.15141823,0.216165825,0.112483073,7.419895294
13130,0.873428656,0.260265319,0.580215039,1.653136266,0.168358674,0.330293583,0.13727061,7.527469641
13139,0.004565383,0.377597251,0.549120602,1.083085795,0.241814818,0.285346228,0.1421,7.297269292
13154,1.106013131,0.348834723,0.524179853,0.621986764,0.15118307,0.197627474,0.145596875,7.463947448
13170,2.786993821,0.163454243,0.592545127,1.986777609,0.125821228,0.287844833,0.110192969,7.521543482
13381,-0.077179342,0.216484093,0.509510787,1.611131843,0.147089274,0.241267679,0.152639974,7.788502436
13562,-0.893412175,0.15360625,0.56257977,2.160401879,0.144619518,0.311568158,0.123974005,7.224518826
13563,0.598317858,0.148090484,0.541372964,1.244611086,0.174733868,0.304928161,0.119991733,7.35895215
13581,2.147111559,0.296084827,0.632428805,1.768401985,0.256494429,0.318038031,0.115734667,7.404054136
13582,1.133643755,0.424323923,0.449058402,0.945625087,0.232678821,0.279161933,0.137011704,7.649393357
13598,1.822943311,0.405033556,0.590005286,1.256973641,0.255637506,0.26106396,0.121010974,6.889887279
13626,1.889809526,0.393140704,0.506970459,0.873510312,0.167327728,0.269269177,0.142729441,7.632436756
13629,1.832483784,0.487728125,0.571824861,1.450557631,0.24596663,0.200230241,0.115214583,6.938886535
13633,1.165719669,0.176586193,0.547755852,1.038496439,0.114108847,0.287543305,0.128044244,7.820055735
13638,1.177873214,0.232454313,0.57338154,1.821486242,0.198032408,0.271395182,0.108315847,7.580860091
13713,-1.745437464,0.379610414,0.613193448,2.373398626,0.273506903,0.288721222,0.0790875,7.495756958
13728,0.944042185,0.284628887,0.45487126,1.066842018,0.220867969,0.28469097,0.124930716,7.802579978
13738,-0.258508232,0.129669939,0.584429658,1.240085994,0.136688219,0.335089557,0.11193432,6.930635896
13744,1.62913054,0.221764436,0.565144107,1.259450159,0.181495964,0.301328125,0.097399976,7.133818207
13790,2.544688822,0.215899537,0.57023987,1.293933761,0.187269041,0.154033702,0.086213425,7.143316041
13793,1.469852442,0.143591874,0.45445714,1.833211896,0.177982763,0.25482528,0.106027832,7.50985357
13915,0.850508406,0.209520866,0.556940865,1.24847589,0.214689827,0.305270882,0.099591811,7.500384616
13943,0.488464345,0.201267743,0.522556053,1.248354832,0.148501013,0.20207475,0.100410156,7.449962583
13998,-0.845465022,0.133535066,0.592903351,1.486952949,0.143019006,0.224773132,0.068240278,7.409913112
14000,0.93924484,0.15714658,0.495265744,1.309667311,0.199622521,0.242605175,0.095846494,7.744741107
14013,0.857706184,0.423075263,0.599632901,0.936449746,0.224245887,0.328463903,0.139835423,7.625666672
14020,0.840059875,0.425692143,0.38584191,0.819169314,0.233412349,0.172435699,0.172220366,6.978628251
14022,-2.605835563,0.504453256,0.418630566,1.015682579,0.11015696,0.125817141,0.066188151,5.547928859
14023,-3.132576111,0.45329201,0.799633023,2.173099841,0.135292633,0.119598046,0.098215115,6.313457066
14024,-2.712459354,0.507336248,0.711961235,0.650125493,0.227009655,0.208347988,0.091824849,7.458418896
14027,-2.621379085,0.283006622,0.727399187,0.745139532,0.173398905,0.104951541,0.050562511,6.525161195
14036,0.548567087,0.334474606,0.572106701,1.817329584,0.198383659,0.280948138,0.062331,7.487170738
14042,-2.459061111,0.245719188,0.687801337,0.06294045,0.039209382,0.178454584,0.086203231,6.223855436
14052,-2.773259476,0.432406343,0.619106408,0.710992715,0.20395433,0.148072669,0.08666183,6.977853993
14164,1.209819316,0.453573519,0.488686658,0.485669636,0.200599335,0.239777891,0.158091927,7.755253517
14174,1.480479253,0.316738904,0.548311491,0.695714816,0.172468058,0.164037297,0.159388326,7.36027107
14302,-0.116645372,0.35766418,0.674059304,1.670076515,0.116958221,0.242539497,0.104731845,7.39589732
14319,-0.3022571,0.201709877,0.722936361,1.198636152,0.129031861,0.099617295,0.115536148,6.317008441
14339,2.644350085,0.454291041,0.594106373,2.31540601,0.325998619,0.249367404,0.095915899,7.816649214
